"GSM279601_MIX_A.CEL" "GSM279602_MIX_A.CEL" "GSM279603_MIX_A.CEL" "GSM279604_MIX_B.CEL" "GSM279605_MIX_B.CEL" "GSM279606_MIX_B.CEL" "GSM279607_MIX_C.CEL" "GSM279608_MIX_C.CEL" "GSM279609_MIX_C.CEL" "GSM279610_MIX_D.CEL" "GSM279611_MIX_D.CEL" "GSM279612_MIX_D.CEL"
"STRA6" 4.24182957241252 4.25501282970496 4.08633497345041 4.41498837183909 4.23457060025828 4.4234957681431 4.16932157972876 4.27442506210259 4.2455313643324 3.85441693832253 4.32820983338494 4.28555629260343
"CCP110" 5.86157484406181 5.91329989032379 6.05128441220533 5.8634938470237 6.24132816416309 5.91936274023668 5.81485392607457 6.05260163981636 6.21308834340622 6.37835291256305 5.72382450415552 6.35348233234238
"ALCAM" 3.8254839201669 3.7741937811078 3.86110375420192 3.7920875783948 3.67192724828129 3.71917381404632 3.89324605372317 3.7137556536945 3.82481737125763 3.61314433316558 3.76567720292482 4.13848625893472
"MEIS3" 6.43432900512952 6.30467792808179 6.44993810813901 6.45340876517057 6.47280222404413 6.60327508391177 6.43490269450486 6.51267468643088 6.48738980582515 6.48867333041474 6.43566687916513 6.35745060926216
"FRMD5" 5.75993076854805 5.93548739658278 6.09103125627809 5.77841974746627 6.34958960073956 5.80717932943451 5.98800419943705 5.9069186932764 5.97615108540031 6.01841155948098 5.90462916713132 6.18043908769421
"FNDC3B" 4.15812877153289 4.06138499970983 4.28577321524757 3.87570469182421 4.04354494654512 4.04895747478861 4.12156500681069 4.19467050982054 4.05881387940837 4.13986163333993 3.77010228111506 4.40052876164991
"LILRB4" 3.80918504178587 3.73819017905014 3.74795804246716 3.89049269510656 3.82716394250284 3.90144500977256 3.65666751927657 3.79766543250475 4.01355449376529 3.77493302421195 3.76949333742711 3.83949731312639
"FLVCR2" 6.40445140247052 6.40268279807725 6.29715992355704 6.61307761901692 6.22071706808611 6.34180626776854 6.30534644694785 6.44027545708476 6.41245113278906 6.39720719135683 6.38609492642821 6.23299509481298
"PTPN18" 3.41811256876175 3.29703658084699 3.44575400164412 3.40440239725002 3.26799731854286 3.37898659477198 3.33033184574765 3.3369917128242 3.22147954230514 3.25995407386654 3.34772478877732 3.31388016457648
"EREG" 4.49856949794292 4.43667422901777 4.33056778380717 4.56477830643727 4.56340777121301 4.51188622226173 4.35750040776231 4.57987299484182 4.49286339595198 4.37652732218639 4.48097296042049 4.70591423758463
"KANK2" 5.05137106984634 5.08257848138532 4.96317425613243 5.34191790225661 5.3447043625207 5.22660453270035 5.06971738083282 5.27050214692814 5.2793235334251 4.92160200615821 5.26334253750593 5.2764904942068
"EEPD1" 6.27250230693477 6.21249530741623 6.38215274376904 6.24493749985881 6.40339312205257 6.22289110944917 6.31106392208663 6.29890570225831 6.25270446029691 6.21574818691946 6.55215645795694 6.41953110083724
"ZFYVE20" 5.26380889972319 5.28079938562018 5.27022431028747 5.47597232972463 5.4280545217285 5.44619859232289 5.40065341362192 5.5682826873614 5.35881793601832 5.16409980841495 5.36178825654883 5.33033626388962
"STRN" 4.15998478878796 3.92009576194105 4.42897680409383 3.99856519253806 4.21225997382685 4.16380552514531 4.16084967012318 3.86124951097867 4.36120928857129 4.15302398339011 4.12655756761494 4.27353150034952
"CGNL1" 5.98690715494762 6.04896449525414 6.00591456797465 6.03266899367385 6.22681116225864 6.26823072708821 6.13241191296 6.04426773344959 5.87422344971293 6.00918695407804 6.03476904679133 6.28651456447106
"TRAF5" 3.95460797590115 3.84420734491688 3.92657966219721 3.74428374967786 3.83612827301513 3.81643939327381 4.01862761269416 3.74166018060956 3.88813079546848 3.88007244622865 3.70281552760117 3.96385539180416
"MMD2" 3.91530629111036 3.92710593389373 3.87004060685612 3.91191160591553 4.01148372782731 3.96078065167889 4.09085734008436 3.94897947538116 4.12113240791287 4.09685478394241 3.8630337467577 3.99735839511758
"TACC2" 6.07625725725451 5.89274257297685 6.02815250125351 5.75320996883634 6.26351415720912 6.19160918121128 5.97729311847696 6.1645130027794 6.26660333555254 6.00777348974574 5.76957511370095 6.19132243966941
"RNF144A" 4.10661334038433 4.23146728583133 4.12297809745099 4.40526995882434 4.12608719029594 4.54919477747722 4.25553718368595 4.23786737019589 4.28707878984985 3.97296433421955 4.36801539191124 3.9820130743767
"MDGA2" 3.71432419000424 3.71832681445969 3.70862280203134 3.6655709453599 3.81213572000402 3.90662690466256 3.77313661013837 3.79638302268394 3.75351679182086 3.8734640322584 3.58914076569768 3.64960376488007
"LSAMP" 5.71045174315717 5.70943749433933 5.67704848708696 5.70990168231906 5.32344266382203 5.80874343924739 5.6398575264952 5.53531558264243 5.50460943181406 5.57862307170089 5.60364015854447 5.79908706302661
"FRRS1" 3.32419943369316 3.26931518769535 3.36629641297304 3.28111150809547 3.34847159530953 3.27000848558453 3.35351995351278 3.50839232938716 3.1868194835115 3.40830732564779 3.28808221752346 3.19026616592134
"TMEM150B" 5.06830652346197 5.00378019783726 5.15666715200808 4.93016643027389 4.95248146232606 4.93177931155965 5.02142978214444 5.04774605588324 5.02703854928144 4.78111687834356 4.9566582489447 4.96203199207796
"LPPR1" 3.71134525581784 3.76548684411271 3.66898008582337 3.72441814659072 3.82285485256519 3.71365597952751 3.68663921264045 3.79214745628377 3.96302322255615 3.7575625644393 3.74701135724774 3.90973336253243
"ABCA1" 3.98674572005676 4.14407924545169 4.05724051117751 3.99294393665879 3.96223404364885 4.01610543312222 3.95795519202664 3.95903302283313 3.95591388790943 3.91752928877447 4.12679541515267 4.16814293980374
"AC011899.9" 6.38923853881036 6.49756395907148 6.48929229912098 6.13152095774402 6.21352084396577 6.18067298621605 6.35842892662552 6.57287898947905 6.47765786897703 6.2729533226221 6.49118125248046 6.41521166002978
"FAM47E" 3.57177468255347 3.54508656564578 3.5536512271965 3.57472401958451 3.59832239030908 3.77130063554366 3.59652421320889 3.46519671534874 3.49167117627962 3.71026286931564 3.59318086376205 3.64488855206771
"STXBP2" 7.14162170023554 7.10575082706501 7.26174089169227 7.26163975429241 7.30509171836189 7.28762382346333 7.27008639094397 7.2823533489374 7.22830205459245 7.29849217850586 7.15769167540664 7.30226308499859
"XYLT2" 3.99257259448984 4.07623232384664 3.92807133953293 4.09633536130094 4.2954044691342 4.2273835214501 3.94539248323117 4.08274882623222 4.22834405927532 4.28881115713144 4.0253026626453 4.27754079486587
"GBP1P1" 3.8507527353552 3.9065685767423 4.02018101030098 4.11292255275657 3.93298843676553 3.99677831402849 3.97067175867184 4.14405175085312 4.03737172136902 4.00101713249879 4.03003710901404 3.90150657984256
"GAS6" 9.55911842629853 9.52339710275677 9.51322465820599 9.07966353558137 9.0634449915627 9.18610914432436 9.50351144064879 9.41628800207881 9.49993899158431 9.43940329253022 9.58750727168211 9.58665297385278
"MMP14" 8.04445188046364 8.08952384791626 8.18388141615476 8.04988099614081 8.10283318775313 8.00024438792456 8.03807839302063 8.07152121891311 8.19369823038583 8.16140575800811 8.07563112285165 8.17388910273491
"TRADD" 7.51425014235315 7.61926782282147 7.58401784661982 7.87221484330201 7.73857880785695 7.67602776978606 7.74296232377501 7.72599620756695 7.66229261746776 7.74824751987028 7.87714699072053 7.6334873262394
"ATP6V0E1" 11.050029871295 11.1341026958794 11.0503370033544 11.0224613384449 10.6697791010467 10.8051975952498 11.1639264368653 11.1788819013279 11.0910944835094 11.1160986706988 11.2935371784356 11.038905653835
"CAP1" 13.6447641772295 13.6141639547511 13.5653832772991 13.4009807847537 13.2550207991198 13.3017218865417 13.5209347623739 13.5849296823718 13.4740878787869 13.5103838141463 13.6669813848903 13.5285952083299
"WARS" 9.21826763273031 9.17514996218425 9.20925597907003 9.73074462603237 9.49277075191956 9.54439545668126 9.50169093984196 9.64917700579459 9.50445921146439 9.51771877724366 9.71993792043174 9.58284607512573
"PFN1" 12.7701278391471 12.7992748964681 12.7075039495563 12.8904484353274 12.7231756811254 12.8489100773305 12.8810189594808 12.8431612636469 12.8123614847321 12.7090458811397 12.9285662439011 12.7564367554575
"MARCKSL1" 12.0056934283794 12.0283428321023 11.9383619889165 12.3684696726862 12.1964966584769 12.342993302264 11.273888423983 11.341660538974 11.2649003992668 11.8031751687018 11.939800401375 11.8445093731443
"NUCB1" 7.9252697849186 7.67302701961656 7.79646577771307 7.9636229443309 7.60915497241467 7.76719491610216 7.7908098867812 7.93040237164626 7.77808411193131 7.80531835199505 7.99379932063343 7.63003295853268
"S100A11" 10.3796597781011 10.3665807723779 10.2712358389322 9.56088498209654 9.22369553012159 9.43322165295548 10.020868091536 10.0904123622817 9.99867658427422 10.1893951566264 10.3397218069204 10.1644413452217
"CTSA" 9.80726492624243 9.69439857327722 9.7253081918708 9.49345112351006 9.39534564965452 9.38692277308946 9.69401221011464 9.765186516749 9.55694041343312 9.7326787851692 9.87421974833613 9.65751577834339
"CD63" 11.6137912950679 11.532289342753 11.5346893256325 11.143261827936 10.9461693729016 10.9940966751521 11.4803406488454 11.6043124986848 11.468690207703 11.4936307259398 11.6578339901753 11.4972576864007
"XBP1" 10.2027062759371 10.2436897806281 10.1859751244859 10.7499823957798 10.4966971966548 10.7322836274829 10.4945824536195 10.6935535057051 10.3915125102577 10.509955936411 10.7457072222813 10.5554168074701
"LAPTM4A" 10.4961684075334 10.5135267407775 10.3976215383247 10.5649310579514 10.2350242593614 10.4452571621273 10.1128925316527 10.1928294235995 10.0679543094894 10.2598106791399 10.5331277312817 10.2945841958795
"GRN" 10.8653671899568 10.7806919466096 10.8277659571413 11.1203895977335 11.0669086679355 11.0873472882534 10.6878045595731 10.7420687532722 10.648160425036 10.9885310385629 11.0729954514457 10.9772747417721
"KDELR2" 10.1775012356008 10.2526506493098 10.0210301349301 10.3170827573918 9.87188076682444 10.1034132993282 10.0260436442111 10.0954149553108 9.84939710875851 9.99827487382478 10.4789901798812 10.0846675401766
"NPC2" 9.85990038704413 9.72718972290793 9.78949039284385 9.69540050955956 9.47076361245042 9.57775746023088 9.58481790768414 9.47375264524192 9.47685091171433 9.47802148619609 9.7218629876361 9.51376365816582
"FKBP1A" 11.4601409286058 11.408910213356 11.3221825075851 11.5351817435057 11.2408234155986 11.435674326128 10.9695978785807 11.1137849422951 10.9433804955335 10.9674090131114 11.236168066039 10.8888788917385
"ACTR1A" 8.99366204183792 8.8326780181373 8.90641917092378 8.79647720088827 8.6979687130055 8.74037020023363 8.93064325662327 8.83295685098105 8.82678027164045 8.75037227265563 8.89035833772371 8.68906459245031
"GPX1" 12.6544558975248 12.6463552269914 12.6096296031304 12.0932892129268 11.9735017153076 12.0788743447954 12.7536758443883 12.6313655648562 12.5350316812016 12.5455656195135 12.7239013407393 12.5737253395516
"TPP1" 9.44356161383836 9.36712742328388 9.30267987518359 9.31623976590363 9.01175332250889 9.07025919754556 9.04472462467734 9.38108237986217 9.17299943809753 9.36153438037936 9.57407156508445 9.31693414661801
"FTH1" 11.3989751795104 11.2678290318038 11.2761713691375 11.6277516312716 11.3770011676434 11.5337346939368 11.7005586518089 11.7614860677004 11.5699751260767 11.4459643923979 11.6398376601313 11.3790901539556
"CALU" 8.69968335338621 8.68757251279458 8.58692222995012 8.57496852793141 8.42041818930826 8.47086834326458 8.49456166046921 8.51573864184363 8.54337013611876 8.63017354527994 8.68397948391211 8.57168753039927
"CTSD" 8.0168646675311 7.8371839773664 7.98856343180273 7.4074374708659 7.4437836453404 7.39811194840697 7.58977796586138 7.5860524451283 7.51131956431448 7.40504618563553 7.69655306455112 7.53769449946963
"LAMC1" 8.85579308103334 8.73964296283554 8.84123170831142 8.76367908318382 8.79133063181673 8.73803989401283 8.93417379750768 9.09013847867993 8.98330421907241 8.88294061867136 8.94572659169575 8.92663484501987
"IQGAP1" 10.15724791301 10.159947667975 10.1340329425048 10.3186713983402 10.0663067153256 10.0912231772943 10.1340495116897 10.173889702199 10.0346498230646 10.0968029557791 10.3595016138727 10.1596438021677
"LMAN2" 9.44584370107587 9.39440833094718 9.43531538311181 9.20775752146677 9.01789825850196 9.14157863163645 9.33035002174014 9.3180346585263 9.19541864542321 9.22200512179853 9.37695761768543 9.15684060671775
"PSME1" 11.7991998691923 11.7220684157921 11.678145597947 12.1003507433236 11.9505001580928 12.0134933197589 11.9380598897491 11.8196674561508 11.8068598202824 11.9499898414176 12.0701409705357 11.9198700169213
"LAMP2" 9.85419471953584 9.89311414424761 9.73473955508696 9.76773932256515 9.17495732342355 9.44595186410045 9.74904057920152 9.86024496276618 9.5649384075452 9.80437491568886 10.1850708534524 9.75119916035295
"PLOD1" 7.90975495114114 7.96169715637624 7.85367242159536 8.34914044878311 8.20573746072143 8.17460524027911 8.15395088568913 8.17351820886689 8.18213490616373 8.23660359989141 8.46635117208221 8.01334901004963
"BCAP31" 10.8559306698031 10.816674907026 10.7213574268818 10.6549181469706 10.4103292783099 10.4887724919484 10.5764525283641 10.6406749097609 10.5485103287169 10.6545967379932 10.8002313507999 10.6930780293314
"CTSB" 8.72640701845084 8.63053371530709 8.54676573154718 8.02230371455636 7.80843356630697 7.96515383478174 8.37652992864795 8.41173812078605 8.28719666899191 8.43214372983982 8.64792125100698 8.4374836770568
"PRDX6" 12.0354437238512 12.0457638702308 11.9818964224552 11.9575243190469 11.7793130144355 11.9284058452637 11.9711542608378 11.9499205519605 11.8613383975411 11.9632402088048 12.1228881009948 12.0128730697324
"PSAP" 10.253772260957 10.1998826112018 10.0780549792698 10.5028030177351 10.2715491939302 10.417379460046 10.1207159522102 10.3158108677477 10.1492636578084 9.81693121873577 10.1729948613731 9.85200890991805
"S100A10" 9.4868735767704 9.48173633976685 9.45657751756272 9.17391886657486 9.2364125969437 9.2321247697928 8.78356911103834 8.6736310251841 8.57683647834178 8.86782392890104 8.81976854386998 9.03847663765314
"CKB" 7.89671327119106 7.99958967477395 7.82772753883793 7.46269393549284 7.23932381868363 7.27255692060629 7.48067503423644 7.59525576103006 7.48061813124959 7.47189487261159 7.78082155020094 7.56264732352925
"STAT1" 9.74781304579032 9.71926817937198 9.7084509991838 9.28186518475304 9.0452690653933 9.14954080377371 9.3866317167337 9.47230639977555 9.32126161887667 9.36710150408853 9.55989549602843 9.35484454465406
"SSR1" 10.0568664985801 10.0958806943423 9.9616287221546 10.3964735520871 10.0476644033407 10.1947833483093 9.9903776234813 10.1210090648275 10.0842803014218 10.0198626990864 10.224206588737 10.1186294640121
"TAGLN2" 11.3766829365106 11.366597011013 11.2165037695651 11.5608105632911 11.3110053725831 11.40788411568 11.3754601246581 11.3669075911151 11.3223278666451 11.4234766332411 11.6256996597137 11.2692748519542
"LGALS3BP" 5.75461412048204 5.64416744532791 6.14192608769928 5.97239592924029 5.5778480777088 5.60455779333358 5.53167735357715 5.61784647839277 5.83742552254358 5.33574857716465 5.82979187854427 5.92312612069693
"VCL" 4.50102508511633 4.59729672373412 4.46738538503237 4.53794866690317 4.70597411491799 4.82209286963689 4.60195918404506 4.46479514953714 4.61681238125712 4.4575153368398 4.59242329573383 4.60902329548647
"CALR" 8.82938420843582 8.82501452802424 8.50809768439323 8.48662218098091 8.15920116458189 8.28407758425519 8.27426615033028 8.40758254653301 8.27422296593742 8.27228691606137 8.64523838808905 8.23765159878636
"SEPHS2" 10.2552184987509 10.244276427448 10.1475400458238 10.1649716591826 9.88969026111595 10.0631503944731 10.1691902387157 10.3784228422207 10.0993200362466 10.1955087259971 10.529256316309 10.2278784414325
"PPIB" 12.2994831276729 12.286049228664 12.1314924470338 12.2072106901133 11.9495381275327 12.1331319919722 12.4110559383063 12.3740490519415 12.1377243251646 12.2316393359747 12.5102150351002 12.2761220338888
"ACTA2" 7.09771889994769 7.14931743391616 6.98839001682725 7.59004069836183 7.47466286831071 7.47619747382103 7.75974679984474 7.74992164935674 7.57791232329684 7.38246807016908 7.64695644973614 7.36369161667257
"ANXA6" 10.8757799690411 10.8853762544723 10.9136761723525 10.8033500049291 10.798677303782 10.796745872221 10.8815291735946 10.9096654140146 10.9720795168346 10.6912584767414 10.8347346964495 10.7009195306751
"CD59" 8.45304970610701 8.35858402216891 8.42811329151015 8.83753495657859 8.61824467858395 8.76882039722731 8.94292364985278 8.98962737945571 8.97951401792876 8.73053990411771 8.75227418465021 8.67952495464449
"SERPING1" 5.50647020249932 5.64516142700097 5.38870671484489 5.42734745439024 5.69549889823659 5.61312241228919 5.57196839500148 5.53111296245682 5.57076803513171 5.37017399695062 5.55354951851706 5.5872864707559
"CKAP4" 8.4096709383737 8.40341195484144 8.19950592519725 8.06754970851478 7.75853317426093 7.89505058314497 7.76844777999324 7.86182124961355 7.61677187851391 7.92606067035167 7.90914649537509 7.75083341263476
"ANXA1" 9.81296138100461 9.70573544510259 9.75739674603627 9.00219761589826 8.74154256750723 8.83097998532891 9.49426576602165 9.70310144388198 9.4690993198241 9.55031168426905 9.81141483336646 9.57057963343365
"DUSP1" 6.54832657605935 6.55748627899511 6.39341868207227 6.71879913589486 6.52960511843695 6.37556246049321 6.33286487626953 6.38719745760593 6.43685537176217 6.2187610334021 6.42414166012797 6.38386449451034
"TGM2" 4.46313027838344 4.54448343342461 4.54776906861043 4.50444423311324 4.80948731161925 4.6933614082786 4.56033937657408 4.39903858391672 4.79508048452611 4.32365632433855 4.67661539957176 4.85518673602551
"MYL9" 7.44853861972392 7.32622210238227 7.31909804251056 6.84941769865688 6.73324650703254 6.70422574323049 7.51120906318344 7.40560854140836 7.30040928264674 7.13979993195541 7.56741433483637 7.36683175509989
"STOM" 8.94291967116683 8.85550911456305 8.83133069845307 8.55368623628562 8.30535287568527 8.40824691217873 8.89089906279564 9.04420304993172 8.96302431981481 8.80783154241042 9.10523375381096 8.79373679658786
"SYNGR2" 10.8029522515638 10.8144067665229 10.7890806332373 11.4372839139161 11.2030545381746 11.3077474732336 10.7891691573763 10.8249596775207 10.7178276333517 11.0713153219216 11.2670908679226 11.0344678636966
"PXN" 7.49004657506743 7.46176448469278 7.60201566365774 7.18469199345484 7.44351375661248 7.30511705908516 7.40993614296318 7.39071732755957 7.62887808725469 7.5511872408233 7.39144011019406 7.517821268858
"LGALS1" 12.4225093874118 12.4318284590633 12.3631858159079 12.0797264489766 11.9580803289575 12.0460830013728 12.8506281958417 12.6640135702039 12.5864385621713 12.5067831553012 12.67190944686 12.5954762807778
"THBS1" 5.78752137168064 5.46071094710735 5.59963935555875 5.6696497539802 5.82553183478144 5.71239949506724 5.71708034630962 5.86468676385345 5.73870138733087 5.23819917932829 5.57159760868709 5.63521767409051
"ITGB5" 5.08625600338385 5.01013973542759 5.13533725926587 4.85078950850545 5.45719956494101 5.1372089103049 5.13533725926587 4.90327852913558 5.48406255217929 5.59199283698797 4.97477440152084 5.32294035904388
"MGAT1" 9.0626187382417 9.01100518074693 8.96239313898233 9.14002267457504 8.89029045434609 9.02654077461609 9.05874843079055 9.14356936406596 9.0575888382801 8.9874184177551 9.27663569735593 9.01389504621507
"PLP2" 9.52843169927928 9.49340369284232 9.51515698471146 9.70305309251295 9.54529691880525 9.66705118377461 9.44958777397332 9.54825276659646 9.53804329818404 9.5521140568412 9.66014137451437 9.56352021319068
"YBX3" 11.6757572156799 11.7427894989894 11.5344920250122 12.1598044896906 11.8519662234329 12.0969508051015 11.7891336040938 11.8692406249704 11.5935365184692 11.8003244005868 12.131016650439 11.8173279953825
"IGFBP7" 10.1105306284722 10.0342494658883 9.9038752465463 9.33832824607876 9.09154777478811 9.1298449856202 9.90694690393682 10.0226734333759 9.76959486745883 10.027191975376 10.1433377874978 9.85165229787802
"BHLHE40" 5.65128619493829 5.65793158855794 5.51068454696835 6.25258841367003 5.94439722425448 6.103810899159 6.15192028424818 6.30310543809365 6.37659768066965 5.79376050262275 6.01216902981297 5.89412458593271
"ITPR3" 5.93590269047958 5.87836335612959 5.9528527468913 6.28865381668904 5.91315386388114 6.17764435440408 6.21691412188624 5.85932322795652 5.8354601838294 5.66102711773285 6.24538438322712 6.19008754376376
"CREG1" 10.9083215378339 10.8701181381223 10.8218292884243 11.0133394873851 10.6170028478284 10.8487382986158 10.7315166830356 10.8917747310115 10.6614682217548 10.8572153207563 11.1601653628897 10.9028174717889
"CSTB" 11.7440051940474 11.7614604642148 11.7214232892052 11.8169394912915 11.6062988201859 11.7071077353288 11.6718628283993 11.8031365987805 11.5429498262711 11.6333699293612 11.804394908062 11.5681619047486
"RRBP1" 6.70215552340536 6.53120324290181 6.56941675913567 6.94919139628941 6.73625570202025 6.56413689845228 6.33891945569377 6.22790485890176 6.31627196363168 6.38446504322163 6.70346243478945 6.28251011376905
"LGMN" 7.82585148923621 7.85161245503743 7.78034959485347 7.99087116011377 8.08576604888371 8.0838367332209 7.95328778721764 8.04581430150853 7.89584931984122 7.50244798393079 7.80320341226504 7.49045825938634
"PLS3" 8.40113198922723 8.37089072908031 8.1340340450328 8.87603967910052 8.31564384562826 8.61120808349009 9.70543963391383 9.89078683470382 9.53451218530715 9.10913970258687 9.50938734214849 9.17263820496216
"ERP29" 11.5068496318597 11.4239089349963 11.4902623784336 11.4699567394832 11.2814067084205 11.3439908789516 11.4770894107272 11.4971076045522 11.3745767047762 11.4920458657185 11.631118917767 11.4910879229531
"ILK" 9.3466760259766 9.31034584653988 9.42360784662025 9.49263468994033 9.34305422249606 9.39604420143516 9.78667494984238 9.78692920180969 9.60284166510141 9.50806452559762 9.76295199017603 9.47487530861443
"BTG2" 7.53628727395588 7.50936636731145 7.58816325677951 8.17446089445012 7.96756103819846 8.07397166212309 7.47351508327339 7.4914968327066 7.53050905053004 7.61333280516659 7.77954960065459 7.62004310846322
"SYPL1" 10.9020738107773 10.9024824603158 10.810283148723 11.3634918138479 10.9508873288188 11.1324998759653 11.0550522777999 11.1418135985999 11.0447358810681 10.9118330492828 11.125419115166 10.9841287354167
"SDC1" 5.24896094181395 5.52266492718751 5.48252200196217 6.13523681339967 5.83141434711619 5.89055321367592 6.38701485138138 6.47154197289116 6.02481997159489 5.86237618785555 6.04862408258393 6.00081412981788
"CYR61" 4.79212536596132 4.79344768729483 5.10620403271233 4.62417465361779 4.92840651177597 4.68045721531404 4.77518188691073 4.912813912379 4.83306314493307 4.72146078244339 4.63131092471972 5.01693049031145
"MOB1A" 8.23749809726181 8.42119399884269 8.05691754145551 8.89039996047001 8.30268681554324 8.58812686162707 8.45262499208648 8.45902176112873 8.4352393756637 8.1889098053269 8.63458138453352 8.31447172191823
"ANXA4" 10.7915666816079 10.8169955288416 10.6912180787796 10.369788315712 10.0502933547797 10.2863917857964 10.6999149527779 10.8286227112173 10.6548697684885 10.7313898092052 11.0501023323213 10.741415670133
"SH3BGRL" 9.69710796474726 9.61977951503397 9.68337745715283 9.58925311627293 9.36355379116183 9.31316747255802 9.47860068561078 9.56936833917863 9.37970835559939 9.51243172700061 9.60610818834098 9.39542060485426
"IFITM2" 10.5136372451135 10.4402695668347 10.4340363444414 9.72525103223898 9.51358529154035 9.61188826969841 9.99538653518498 10.0543271364843 9.93421695599741 9.88601504001554 10.0694374438973 9.91651939179566
"ETS2" 7.16746287855006 7.08011580424005 7.14045305714066 6.62568568382937 6.55069367378443 6.60254174727539 6.78710365920437 6.71358481682 6.54191724871371 6.45777883810306 6.91819246865581 6.64072057120659
"STAT6" 10.4075283492729 10.3449919421884 10.3885149441627 10.803130874172 10.6538481945258 10.7327764160295 10.6423768666534 10.736251632482 10.5546065137308 10.6462515888743 10.854200133502 10.5938579836444
"VAMP3" 9.40596012894401 9.38487756771083 9.35928555374869 9.48237534243197 9.29858143483006 9.39141599620647 8.93064325662327 8.94299779107473 8.90635537043948 9.20005929674904 9.35978060664422 9.26131414072822
"TMEM109" 10.3305197277981 10.2984235045494 10.2925188567089 10.1867601839083 10.1782021567592 10.1274927803422 10.0681754186482 10.1036727019518 10.1384087554728 10.0728933658635 10.1468633020204 10.0291943883483
"ZFP36L2" 8.62508187461506 8.59636802947089 8.43672981765165 7.69667390879712 7.62509458059061 7.6308278094837 8.18910270653092 8.17576360255188 8.07714604342013 7.94923158706747 8.31365535055366 8.0967674111042
"PSMD3" 10.2062038042042 10.1250253628846 10.0976429666774 10.1178608485975 9.87966346470705 9.94203029402749 10.0260470914023 9.99333943411385 9.94490944903322 9.85030425514681 10.1031811062143 9.85149459600576
"ITGA5" 8.80746235614119 8.69768068185384 8.70856339700414 8.14201490712842 7.93571368745367 8.12894709271964 8.38872383698941 8.42828996362191 8.39977008853618 8.49741192066481 8.72454742788717 8.5122459040486
"TRAP1" 10.4519769787108 10.3677017926174 10.391285883889 10.5733818309432 10.4733936862915 10.453227354235 10.6739809530858 10.6211217882009 10.5317092412111 10.5148938796695 10.6611212963757 10.4875574125999
"SGTA" 8.6347654765479 8.59532580103555 8.54904251563274 8.67699664080184 8.50237374490655 8.58753836875526 8.64644414540233 8.63129645849148 8.56767667472659 8.56652317972681 8.73488405706281 8.51745914878224
"TRAM1" 11.2160975599006 11.2921252696714 11.045937307157 11.2113239665202 10.8634821831331 11.0890892602765 10.8984427525443 10.9646381718265 10.7691890057105 10.8923208456366 11.2450149970475 11.0089208192007
"LRP10" 9.20036380053191 9.09522351092541 9.05604204385759 9.49412856724942 9.32259404596725 9.38806281797475 9.49530221219943 9.64293028368473 9.42483499899464 9.38773529676613 9.66019671163374 9.3714508451773
"CAT" 12.3510917798113 12.3655000669327 12.2871059060483 11.8860347143668 11.5565649617386 11.7206876903141 12.1200360360377 12.2075418173605 12.0432598551461 12.1891974279938 12.3881531341364 12.1768929821274
"COL6A3" 5.34121951144177 5.20735525567652 5.41063240255343 5.25647138482229 5.57494761097862 5.42012396705926 5.16157279343496 5.28622891498932 5.53445093599265 5.22996484150274 5.38550369053246 5.61839767528768
"MAPKAPK2" 9.97724893876196 10.029830898089 10.0548843860135 9.99096871795719 9.84726855665809 9.79280902561102 10.074962964018 10.1359886932511 9.9037084171619 10.0171240282548 10.3022693625586 10.051892060456
"JUN" 8.95376715807397 8.91699826089496 8.71904679170698 8.00058956382477 7.7103288240395 7.65915353892386 7.50255450609689 7.22489245165858 7.11951399162402 6.82399832672666 7.13783001172423 6.86166119390377
"SHC1" 8.29390004238318 8.26969292138595 8.25511552322373 7.93812357370117 7.85195724268286 7.94584994510352 7.85038798844688 8.04871695476815 7.94159934860212 7.93300705694085 8.11341908606124 7.9581302248555
"JUNB" 8.57637912294499 8.53412506382853 8.42580713785951 9.16194014657925 8.9661990664075 9.03704952217593 9.08411480008471 8.97172030222211 8.95034158644643 8.88095941155735 9.11178349714347 8.76305732350101
"ITGA3" 6.18703868717777 5.90878999562201 6.04471533126251 5.86219627562986 6.17885130089482 5.87793747643415 6.12352330160457 6.27300007214963 6.34594217230836 5.79916672128799 5.88224867339203 6.00785325369893
"QSOX1" 9.43942023740163 9.41011884165067 9.34529460270489 8.72738675472285 8.52678225065224 8.64606338519073 9.14638159295408 9.22163864202851 9.20698304652079 9.22490747712565 9.44085775537391 9.16679675166822
"CTSC" 10.9696012483735 10.907268191677 10.8356191804646 11.1031312657699 10.8019957262763 10.9788013008384 11.4176364371032 11.6034570521654 11.3476927683998 11.1260877323833 11.4051521154661 11.1623345627641
"LAMB1" 3.96171400172416 3.68300706022763 3.80279656769689 3.42683515795912 3.50890475365128 3.44604946965149 3.50445095604183 3.50913428187685 3.56865090408563 3.2873011963402 3.53633301735219 3.37715137720421
"TGFBI" 10.0248873655767 10.0186970232597 10.0002017191804 9.2326553212201 9.1421886412053 9.16674598057146 9.93651596907529 9.87407209068492 9.82696620105845 9.93715329951336 10.0499246811956 9.93648880570525
"IGFBP4" 6.48422259869002 6.60303436255556 6.7485050381075 5.95498963745368 6.24068108035219 6.17561011186228 6.43492442338176 6.46812727639344 6.51202374529922 6.58042180826998 6.69902545468894 6.50172859951716
