"GSM279601_MIX_A.CEL" "GSM279602_MIX_A.CEL" "GSM279603_MIX_A.CEL" "GSM279604_MIX_B.CEL" "GSM279605_MIX_B.CEL" "GSM279606_MIX_B.CEL" "GSM279607_MIX_C.CEL" "GSM279608_MIX_C.CEL" "GSM279609_MIX_C.CEL" "GSM279610_MIX_D.CEL" "GSM279611_MIX_D.CEL" "GSM279612_MIX_D.CEL"
"DEF6" 7.67184851377813 7.61764496803445 7.58552131723875 7.22612891804844 7.04256460526315 7.355919830268 7.50681084278901 7.46011919938844 7.19686305170134 7.10058389032209 7.47298565860905 7.20166205725473
"KLF15" 6.94848093798025 6.95315301968954 7.12285698577846 6.93681300879038 7.15281563104397 7.06603119204249 7.0258710435532 6.97084555048071 7.02218873368808 7.0412550791685 6.89746658046202 6.99050603325024
"KCNK13" 4.92869398805012 4.87303429565113 4.6795407999859 5.06873418318818 5.02116964995191 4.71676543775702 4.92264660643985 4.97400689433292 4.81019614606217 4.59482855945795 4.81019614606217 5.03571081310026
"FOXP3" 5.4366176629664 5.14326052066712 5.24878551872125 5.41465405006479 5.15985457069495 5.386703511787 5.3574476858578 5.37669142698136 5.2736989465386 5.26245046571206 5.43046665836071 5.09964815588483
"GRID2" 4.65390839525066 4.57915175125708 5.01591343438857 4.95906601464393 4.8701321648034 4.87663321179648 4.81692201082495 4.77647359219464 4.84207575192122 4.53576546681049 4.69277741512771 4.92687142381577
"TNFSF18" 6.17171208290171 5.88249163941815 6.1580749607324 5.80009838726749 6.31242910637941 6.02211681411135 6.08424844566281 6.09072661641401 6.33156203835265 6.47740771229664 6.19012992903486 6.27614478947503
"ADAMTS12" 6.10766172795805 6.11397637363525 6.19888676089348 6.18644976233049 6.08690287666079 6.33810175320706 6.06414334157626 6.3252918042575 6.18211385337154 6.53161845796847 6.18644976233049 6.56237717810083
"ABHD6" 7.29661951343392 7.28048086230481 7.29183561256964 7.77383078597915 7.71498502444512 7.68962316709262 7.55051628881385 7.70618414665289 7.44711088460876 7.50608091170891 7.73083543931252 7.43254067724917
"SOAT1" 8.56606359769406 8.66451448546553 8.4668106053508 8.59960295262211 8.21402051487538 8.52209307824463 8.40287638966988 8.50899766625963 8.37486664763289 8.28025092051185 8.83621646581448 8.501653208761
"CALHM2" 6.27915315121617 6.37300858228573 6.50434828452019 6.70266991096383 6.75654446834959 6.50641010231133 6.70947135344183 6.54508061500215 6.69863436391455 6.44290695136545 6.72011803922039 6.51801597436234
"GDF15" 4.21907617162955 4.08957262512016 3.97987018613544 4.28729249364361 3.99688338478035 4.35840920625317 4.04622182650206 4.10130632160052 3.87911223226561 3.81409831078185 4.22363141977672 3.9631932428543
"CACNG4" 5.57936017918332 5.48106461693098 5.64923973789405 5.73299681616889 5.60773487312832 5.97433295645726 5.57614097117491 5.50331983647164 5.6532209773715 5.39232480166175 5.3827353092169 5.51254669338919
"ACOT9" 7.9122073113258 7.81254298604691 7.90350725604738 8.49221615157864 8.31438983540519 8.33982807879751 8.27617022612358 8.38718541199128 8.22155930189967 8.28969065452022 8.41863328908297 8.37687809739735
"F11R" 7.53679931376741 7.53345753700732 7.51167197221492 7.73602367163721 7.66638541188322 7.63050884806501 7.6482437791293 7.5679151038821 7.57246520772039 7.7037220540519 7.57479023277417 7.76433895139814
"PYCARD" 10.3884145700442 10.3500344655178 10.2575958530195 9.5138395518815 9.29205939644009 9.47600004505251 10.2979799053617 10.157571321687 10.015167395355 10.2698174459654 10.3864205392605 10.2785480764969
"ACAD8" 8.08306549825075 8.08348663738439 8.11292543756267 7.96458570920763 7.7242630493924 7.78966858963587 7.41845457078228 7.59749363176806 7.53610056109431 7.45238816919116 7.7122644343362 7.41653676110206
"CORO1C" 10.1980362750091 10.1896651162762 10.0527177837264 10.0668065681269 9.73438993070357 9.85000958015262 10.0828777269967 10.0930912091838 10.0852751950814 9.85055099484173 10.1106796935404 9.95382649896454
"ETV7" 5.32353126497966 5.11845206934473 5.52912803812999 5.44635979808469 5.61493532793286 5.29816569843184 5.44626073142892 5.49096626577541 5.52887787000812 5.39263198059123 5.41231466806818 5.32718543879453
"COL5A2" 3.85462805355639 3.75118012353996 3.81291107894049 3.78955347524853 3.80587480891205 3.83399175376064 3.93254904118864 3.84938607411461 3.86279442081696 3.7292491490653 3.86314812217682 3.72487307923219
"PRRC1" 8.73308256415315 8.78411480185223 8.65283936825695 8.59150168900736 8.54902033162402 8.58146904990125 8.44941907239753 8.49005289567343 8.43704488947276 8.4733355464297 8.42035261183933 8.29601651446655
"CORO1B" 7.57678085189449 7.71901507270145 7.69499370809036 6.68798230333005 6.66298156444173 6.73286338204809 6.87838992443126 6.81603094512419 6.73344551057516 6.49482858342316 7.03377197764066 6.67352135610832
"DNAJC10" 8.63687300086746 8.63208144278811 8.49455943281564 8.88028434241201 8.74351985998885 8.72794651723911 8.30253744634727 8.52708462369408 8.46544699190764 8.59150481019727 8.95146662292611 8.60632683822138
"CHPF2" 7.18252892757234 7.39845095250382 7.46694855737776 7.31412044501169 7.1413894033202 7.16564706603869 7.42452553435474 7.35827052746316 7.09393770036392 7.23130380913507 7.39928184713472 7.28086035821822
"C5orf30" 7.42394081353748 7.51066002529172 7.26452057837858 7.61823886541063 7.1343411719704 7.52453063395741 7.37234531621838 7.47880971468296 7.26130548301705 7.51480889291744 7.71008307777988 7.38907019489347
"COL8A2" 8.41896745054891 8.50355865520188 8.529618944623 7.89824097977884 7.74327320354181 7.55455268950633 8.34055695534954 8.39271744763276 8.40735620607189 8.4898874655922 8.5959522489763 8.54630862161038
"IL17RC" 6.06385354197422 6.08422738125204 6.33192542787834 6.38030762574842 6.31770276393557 6.18293079674443 6.24028628220004 6.23357443677792 6.2092436829585 6.14522609801921 6.14096064362614 6.25270446029691
"EOGT" 5.98541331014401 5.9594043656945 5.69253563684535 5.74288341068997 5.49714893036122 5.39023267239201 6.36769589360633 6.2025498677601 6.10917227110121 5.94203883002963 6.72489466111772 6.1568494473987
"PAOX" 6.69252707585015 6.53019707791476 6.79781900404217 6.88883768882174 6.83015272563746 7.06462138477096 7.09932442089301 7.03426391198859 6.7807388027229 6.82802561899787 6.86599274423425 6.91430025437592
"FAM110B" 6.08558400212167 6.16979070414745 6.35451323385818 6.50712136232316 6.61307761901692 6.37783846538773 7.0456854446837 6.98431653452757 7.11458567459027 7.02651012185998 6.76308033471189 6.72804219188448
"NTM" 5.63607960311789 5.66215467567056 5.64239888491347 5.82553183478144 5.58988701220499 5.63467082327752 5.76301847193599 5.68548511041058 5.69399700059052 5.5699070718319 5.36862218709548 5.42553481529637
"OPLAH" 6.02254269525144 6.13433862893456 5.95999648491988 5.68386481458348 5.39862951512148 5.45969549183925 6.00345229919381 5.45225338108731 5.61828379268507 5.24875611454178 5.94879518048164 5.61065894357298
"ZNF764" 6.74024716596013 6.8395186239105 6.83106601689576 6.60398737180889 6.70287424645727 6.62205333490568 6.53706390706504 6.48729666355564 6.66813634153074 6.78170293204583 6.75694929316772 6.70603954936064
"MTMR14" 8.84485231766192 8.73967321395947 8.84118614851106 8.88000932717214 8.79681603940244 8.8505975009178 8.98502928888412 8.9846324277537 8.90240768771887 8.89801219293203 9.05658242024553 8.94254337149718
"MYEF2" 4.0671648241745 4.05009313054079 4.07047215634241 3.78906564570095 4.02289997836558 4.03218098665972 4.08918857159056 3.85474765409464 4.19699550956693 4.14948479132624 3.98238101268246 4.20973334988691
"ADAMTS1" 6.8186941050643 6.96010221537791 6.9394180456627 5.91423700133556 5.9570717774039 6.18197878221767 5.98324652238573 6.06758132437314 5.91908385228075 6.16612545840741 5.92737526080357 5.90819271257514
"TBC1D2" 6.03036570568207 6.21464189513049 6.36514265400947 5.87158631953491 6.16715525603816 5.87679646812301 6.08065928454781 5.8914614501763 5.98459888745669 5.5966269688093 5.63063518068358 5.92924366165085
"CERS2" 10.8588081407564 10.8721005381146 10.8524175995755 10.6330419939817 10.4633102864089 10.552997674959 10.5515447305612 10.6215761289096 10.5963155099117 10.589768408888 10.8119414473967 10.696659558709
"SH3BP4" 4.38742996370787 4.60941912256926 4.2511880339729 4.26944433708218 4.8930005844773 4.39667489105268 4.49817428852247 4.41909139122149 4.47561227818958 4.49327643794498 4.10504861495733 4.36014166755495
"BAIAP2L1" 5.58294849576481 5.52441879187365 5.6239599613429 5.84774527810041 5.90613785572966 6.01867674734408 6.17119803345255 6.03518908990874 6.0117991483448 5.70917438727558 6.00635355202116 5.78225502444034
"SLC35B3" 8.07121405266044 8.1307872430978 7.98366476607983 8.10528591522703 7.66300885757145 7.8663179709815 8.1006811049084 8.26007277503649 7.98235016730052 7.70510917801601 8.27529739205023 7.91048027774752
"SMOC1" 5.11433964526591 5.14852696227376 5.43205014482095 5.33929227119246 5.42032764914618 5.32789777871696 5.37578216684507 5.31870827519131 5.60641069361633 5.40677962608375 5.54046669402651 5.32186439031526
"DPYSL5" 4.44193922306709 4.34906537704999 4.40676522699483 4.40676522699483 4.52951763407177 4.13037988442233 4.37068991396825 4.33045513951439 4.37037052277997 4.03445197282882 4.34860130608746 4.08462062677275
"HSD3B7" 6.71550348934104 6.50475311681942 6.65307872317505 6.55794506920906 6.69148220027277 6.74438303202106 6.68387829907899 6.6610963027363 6.86248750163586 6.32891141264653 6.68297823095499 6.6321100181256
"LPCAT2" 6.67568503802503 6.81702685609154 6.6423470749521 5.80062011774974 5.58933537679674 5.70760273313894 6.09150342505991 6.45888498016063 6.32037226138392 6.40563398700897 6.8565462139688 6.79306282482439
"RAB9B" 6.52517670679612 6.1810799420933 6.35841220022913 5.61187760839228 6.13605069018244 5.91485401796602 5.79358928458861 5.9541408893343 6.08932370551631 5.89666140091691 5.80874343924739 5.94408308926063
"KCNE3" 5.06622044857239 5.03681795649585 5.17099392452167 4.87319001842124 4.75182117064633 4.78704676549391 4.97599955672039 4.92829948955816 5.05034516601793 4.86514596700726 5.05105809558832 5.22228820241206
"NEU4" 6.56558908194649 6.49652706305884 6.62853167577077 6.53038219353234 6.43459013088067 6.77181924712264 6.67633783804582 6.55285361423009 6.61334225705384 6.61307761901692 6.64436419309237 6.58463202257228
"SHISA5" 9.49086300065031 9.63164499610721 9.44000773672043 9.71596859073917 9.49755695658389 9.7025912903508 9.23643129226041 9.33470970231135 9.2567233371285 9.3322237182943 9.60142723791032 9.35178918061159
"FAM129B" 6.72982024298297 6.70340274889482 6.65164927674198 6.43527041805602 6.31395498697888 6.44768586436706 6.5270704752512 6.6007692521711 6.56335015763628 6.54663208207457 6.56358189417831 6.62322007634378
"CLPTM1L" 11.5290489301712 11.4888795355957 11.4216049756966 11.232851480351 10.9538853006623 11.1008521304887 11.1542307856809 11.3560669662892 11.1858515105967 11.2097306175471 11.411259548146 11.1823791432172
"SNX9" 7.94127415505535 7.77818305471697 7.716915055112 6.86360477394024 6.98569132009364 6.88428771378104 7.36119021341059 7.29997633986612 7.3878224129551 7.29977936066026 7.51835699492065 7.19594794657592
"AIF1L" 6.3669870688165 6.2921201137164 6.35444635693748 6.18086734766977 6.26682310634511 6.26434662545273 6.3916717889043 6.32869870667608 6.44072690198341 6.17565145965087 6.37595785823448 6.53803401882498
"FUCA2" 9.39648789544434 9.31960027252011 9.16396974804092 8.52375297920286 8.3087283525702 8.53902192289671 9.27302585935647 9.2167507886622 9.01996551430032 9.14419113670228 9.50509007731724 9.21622668276765
"SFRP2" 5.35507089879789 5.33392447384695 5.31695475904826 5.70702525226852 5.4836053549768 5.4030414543478 5.39747389408438 5.24501074878967 5.49069221027325 5.32649916973111 5.513924599461 5.42940476467688
"KCTD10" 8.23976657097165 8.30765159944839 8.42530938224348 8.39090854508732 8.37136794757707 8.33319938951484 8.29485740508214 8.45693202377433 8.2116899389208 8.21644214657301 8.38266658004626 8.17775511657043
"NFKBIZ" 7.66527542531223 7.6605785597082 7.66233068873093 8.56301949583796 8.43759441884776 8.58120155495639 8.00664212771736 7.90094357490336 7.86327756797019 8.10835839228172 8.41435162275089 8.07833784478095
"PARP9" 7.17577051097384 7.07051948701448 7.01023607509836 7.55234239428023 7.25577662064802 7.28622031571387 6.707911184398 6.83940348360422 6.84416437315866 6.98352739941468 7.24338322590166 7.1347161351754
"SLC25A19" 9.2324883910464 9.24701243292257 9.24804973620231 9.41497681519607 9.34006437216605 9.40471904263483 9.44165368426219 9.36085234159036 9.32977095188315 9.33178656328118 9.55425601762193 9.3412379433456
"HSDL1" 7.61229447726082 7.72039295364107 7.62903947353967 7.57905099582209 7.13702157158441 7.40827267644372 6.80487621767909 6.94364077484934 6.82584889520481 6.92035410362598 7.38857656524455 6.74299317076757
"SMIM3" 8.55663952329902 8.58706781503294 8.37279628218202 7.92984707687543 7.62357286525077 7.74489706659515 8.29939205722274 8.34884070770923 8.20428378357083 8.24278294377187 8.62665452354286 8.29827791344916
"GJB2" 3.48187922587238 3.50962673515165 3.4936403223252 3.66831061376725 3.42378170896808 3.69279856734236 3.709526536311 3.4838805479262 3.68584653667242 3.31319762686747 3.5514035149083 3.42435734825323
"FERMT3" 9.61350646790619 9.61539175510061 9.58858385161439 9.91059503097816 9.72551101299237 9.85877339580672 9.61801606484483 9.61186556158746 9.48025907332997 9.64773844331666 9.92890300951313 9.6679919378651
"NTN4" 3.66694750500146 3.47304497861576 3.45547384442385 3.52692903284593 3.4566672668015 3.49080001251254 3.43378365195372 3.4666386653695 3.53971335481708 3.60605391568301 3.53053387264442 3.50703821797753
"FGFRL1" 7.40074470894518 7.35411441090981 7.30672802219491 7.20427888663493 6.99257344583905 7.01389417125562 7.29084735726704 7.25754083751119 7.23301913369334 6.95841464714385 7.39541643100867 7.27854135131566
"TXNDC11" 8.59397342383015 8.34018313074717 8.28839535418224 8.72540364609654 8.55671401402974 8.56877530298378 8.58505386250333 8.61548914884858 8.58117894385349 8.60894199261763 8.67187909882139 8.5627544142446
"RRM2B" 8.57230686797978 8.70154674291214 8.55092144032902 9.40674689725492 9.14155375545901 9.34901251338716 8.45070315363493 8.51594085437008 8.20707625349731 8.73563582622787 9.19951169584717 8.81517829904947
"MS4A7" 9.48550884655017 9.49977895488318 9.3515900594926 8.65633290790962 8.2546814963433 8.52653421915718 9.25172139342852 9.34392446043505 9.21096383652128 9.23876750420357 9.65226851576275 9.31541467597497
"BRI3" 10.6046661917332 10.554782154717 10.471924782102 10.1791300270389 9.89686984192695 10.0124087357571 10.3069483494439 10.4167886983289 10.2208608377462 10.2688854357443 10.4416946860298 10.2364723499161
"LATS2" 6.73900453429012 6.89447766331316 6.78277394535662 6.5568937477316 6.72381467353468 6.70903212911862 6.66967204926675 6.71647793237927 6.87935597866519 6.85505153672778 6.66896003594863 6.94066856550817
"CYP2S1" 6.7801285959646 6.66393968781058 6.89969380705998 6.55158858744537 6.50187000967046 6.63870734657926 6.77414913930286 6.77465669338512 6.93606362692191 6.74995543892048 6.98282586277012 6.73668129637771
"TSHZ3" 5.56055166317321 5.51506865758336 5.77339772558661 5.17582128061825 5.46015480766793 5.08322713384273 5.27653729944717 5.34914517715318 5.51695620557591 5.23934844985377 5.37485423645159 5.52596030678124
"DUSP23" 8.74143359493477 8.71158065756129 8.73450340567173 8.22414370441557 8.14179174958725 8.21671385860706 9.17846275465237 9.0451229134393 8.76413809312842 8.87278223692253 9.06009993567917 8.78537883505219
"GPR160" 11.7102180515464 11.7170009775115 11.6343695218627 11.2320292034832 10.868426269011 11.0856449643079 11.4756009154297 11.6654441696602 11.4722335922733 11.6170272149547 11.9141202628329 11.6206909858787
"GBP3" 5.50511133348484 5.90354431781835 5.78242858168994 5.16556177614108 4.69971514736345 5.06507182990115 5.70965332590164 5.83928782649311 5.2568604858803 5.37017399695062 5.94880939654334 5.57653256339933
"ATL3" 8.79413299258332 8.7798703181089 8.79274862295693 8.70278396392595 8.3638205738775 8.63822654814627 8.77494586531977 8.84022027352204 8.7795284555004 8.72269482871621 8.83168410768572 8.647442643755
"CXCL16" 6.28932587432138 6.41100718387197 6.28732566077312 6.44507032885394 6.26884285774561 6.53676828710957 6.57697521429632 6.53503959958776 6.63507719639282 6.77456588496357 6.23709119443598 6.50960998583645
"OSBPL5" 6.52478013217785 6.38349143589299 6.60633241432951 6.15843808797613 5.89055007282111 5.82144905970418 6.44695159604434 6.34896473237945 6.42051810995886 6.24809360552437 6.6606453326641 6.47552772251707
"C15orf48" 4.21558025617289 4.04065140527674 4.2126774936548 4.17114165131616 3.99936239518993 4.12909360190271 4.12251558753567 4.0976578340266 4.19010072160772 4.01385608101394 4.05048313036521 4.0189482361279
"TNFSF13B" 6.67510306910414 6.42472352844638 6.41887585360556 6.24792562869679 6.23181061883918 6.2227362060926 7.32554253280496 7.18041997840437 7.08446786688725 6.78976410935631 7.08570459369082 7.01030284933882
"TMEM108" 5.68964527627575 5.43847317418757 5.62605827362623 4.83004146860555 5.4539187099773 5.27822549930623 5.39544534614252 5.23419254860486 5.77542460161835 5.50729319937928 4.851515240529 5.88420210765075
"RPS6KL1" 5.87251157389788 5.48384175650364 5.88942857704076 5.6080177273961 5.73190503565533 5.63519085298225 5.76839987790341 5.57499963588875 5.81902191362959 5.65740823785328 5.79242683595055 5.68144739531045
"PDZD4" 6.47762385501465 6.42869294794034 6.56124480815748 6.29464588183943 6.49181081412311 6.52246606305791 6.6064549860724 6.53295932606738 6.75622531881339 6.45725696628077 6.36050011561916 6.53885552996847
"TMEM79" 6.38219508657631 6.49833700101431 6.67342787621717 6.61060015897365 6.59543870452353 6.22554736773191 6.44642360702914 6.52566878028807 6.11199306806827 6.43262003269197 6.60998810200154 6.31887033890738
"LRRC4" 6.38897150117328 6.46092451879595 6.5004760004297 6.35606858843831 6.4433940199079 6.15659247823166 6.56587275912307 6.49748053165102 6.45410217514235 6.27048087148866 6.39840003411847 6.42075375752291
"TMEFF2" 3.94209940764693 4.15974575147203 3.87374258895823 3.96642006611205 3.76363299802465 3.76648797056719 3.7902383542511 3.97580170772352 3.62902929754967 3.55601314830785 4.18806283460887 3.60734747649901
"PARVG" 9.94132568849809 9.89495012553246 9.98408152933916 9.42226780907006 9.27173643577696 9.30220278675043 9.58366780551244 9.64992956451511 9.61220354820414 9.81979232404289 9.88803761744031 9.80811988583288
"C1QTNF6" 5.57840134564973 5.39594607743365 5.95034331724008 5.48543394482217 5.8408407338758 5.50041683355933 5.9054850535312 5.63407493167417 5.90658335119144 5.41328497630546 5.72089952297923 5.73950512177733
"TNFAIP8L2" 8.2858744179121 8.15554315301283 8.17246802784057 7.84691133153499 7.89122475524973 7.85842069822146 8.6021478083638 8.39535284682842 8.43800801930479 8.37693242285885 8.4419631440042 8.24128219458238
"RNF135" 7.7807924883484 7.65917222604659 7.77857536397812 7.81012254119673 7.62045891643702 7.78450755950558 8.32760018541648 8.44103774804812 8.18420223690409 7.98420787980416 8.36834327975071 8.01505188050547
"AADAT" 6.15416073391918 6.06867739138453 6.29480152367672 5.6244950211766 5.96052297541665 5.78130761391629 5.750450027518 5.76960581192997 5.88303522695952 5.88247963255462 5.76608019727363 5.77924754028846
"TRIM6" 3.68903732381125 3.97678620764081 3.66567372145038 3.78260420259905 3.90051645246216 3.8472032527018 4.01505583519619 4.0976578340266 3.83344325063382 3.77864797570136 3.9334359862871 3.88047090456692
"USP30" 6.78536808048316 6.85490431659458 6.6932006734272 6.95589377918301 6.46580590053498 6.78982398708495 6.80674990827166 6.69978416972904 6.46593242335393 6.78281353395404 6.80239000969805 6.72105206573565
"RNF112" 5.74525336823791 5.7474243582301 5.76426100118452 5.60124449930083 5.78467697796443 5.93500498452222 5.6985599107473 5.90406892809667 6.11612948025442 5.73014044678378 5.46026632375506 5.79578317661739
"SEMA5B" 8.05514264365053 8.07700004353388 8.06900827635861 8.24574657553678 7.97542523744172 8.25107348923 8.15976433988048 8.2139457436914 8.02340092638939 8.04237641237294 8.41851460547541 8.06801724992181
"ABI3" 7.81962915692923 7.79142574604051 7.85730337833789 8.4185414809545 8.36052454761356 8.31443903883858 7.99833609779558 7.73683296037402 7.95502470513516 7.81469514837691 8.21456235155198 8.09096406104287
"GPR34" 4.48348641167208 4.50187951636514 4.64004529690363 4.15353038792956 4.69940555749586 4.25984574355224 4.41944230573163 4.23244312202815 4.72898960973972 4.16149431489522 4.04316407862562 4.48239203689725
"MEX3B" 5.92453611808854 6.28142881320748 6.10415960343437 5.88494013566245 5.9623301215624 6.04829261311215 5.77066134560298 5.78877783615469 5.72020010807596 6.17957204281603 5.66197470448096 5.56523248377695
"HCST" 7.77177391523405 7.89688439941887 7.79831667758397 7.85803281812197 7.74974032602449 7.84500059850313 7.50946178148678 7.36248923882733 7.21946176489467 7.41587169226062 8.00917534656553 7.705601141917
"CD163L1" 7.43359120452829 7.3922372384495 7.41357607238375 6.93911994691523 7.15537487730488 7.18152037678466 7.74186113054638 7.62054994475261 7.71368118232552 7.53394351165375 7.65311414891856 7.5573670044711
"FAM167B" 5.82597265927633 5.94601793945556 6.16538915800932 6.02880357885513 6.15374375917266 6.03784207214537 5.91544740568924 5.899720371352 6.12661678067138 6.12309950914234 5.9074919892661 5.77924754028846
"KCNK6" 6.26063870157809 6.09337165979569 6.31012931469233 5.92775377928739 5.9167666294211 5.89425731287233 6.13884218756431 6.04863654072783 6.12203402512592 5.71978826904467 5.88816284675676 5.98209924890643
"CCDC88B" 8.84368048938962 8.82105615719459 8.81821278626712 8.83701498302103 8.71032850024984 8.83049522153455 8.95813688736202 9.09200284430174 8.93816523558167 8.92683882602128 8.98898694470132 8.90306396001835
"ZMYND15" 4.70850785198802 4.75730283299689 4.67873092604008 4.41207998086079 4.9265619764926 4.77723485121439 4.51273599887118 4.68793495212577 4.56054441140036 4.84513286450614 4.68694879159071 4.60193619956638
"ACRBP" 6.01499353554986 6.18441912221228 6.03550985222338 6.07845682739247 5.93927484433874 6.01337375935531 5.93633301080325 6.25456512259204 6.01869430146344 5.65040699456491 6.20267977667617 5.96973587358594
"TLR10" 8.36943770775938 8.35271395761887 8.43916760617747 9.69259893666283 9.53788951758783 9.52480583094242 9.53994852399958 9.77463603024115 9.65323593090439 9.29211460870406 9.49087061571825 9.39235883365445
"GPR84" 6.47446677851622 6.42958876412101 6.54467413551624 6.66449236934283 6.70798419038823 6.66149181449701 7.67658690280122 7.52464360708819 7.5643456378928 7.03770649261842 7.25601342929053 7.14300716650982
"NAPSA" 6.27337466950928 6.29871283036072 6.450645895167 6.41078600164368 6.39076414806242 6.39991382645123 6.43523130812271 6.31443078678425 6.26655220680925 6.31874305562959 6.54064448134199 6.46036185061563
"RGS18" 8.29952375720346 8.25978961088906 8.15316051200381 7.34866340515053 7.2406369952489 7.16800330447247 7.84702726978786 7.93203220394517 8.02381726309112 7.95359318018337 8.34006579544435 8.04702575702342
"CD274" 5.83728527736871 5.70690800171027 5.81927860609553 6.24584324665763 6.18573962634045 6.11691992271501 6.5209034989747 6.55812645135434 6.51890161361514 6.20352647931055 5.95711450872305 6.23124261844689
"GHRL" 6.1573642907607 6.30223277704791 6.33852842413163 6.2883014963571 6.31205514607394 6.29365005907605 6.27806892073641 6.28409097506824 6.60157042045486 6.30344384069762 6.27564370912834 6.22147269323471
"ENAM" 6.2738071626278 6.11257995203787 6.44016039955494 5.68263525591149 6.28264268489161 6.26049692976019 6.2186531364911 6.25638054574975 6.36854249476924 6.35319852049036 6.21212853497733 6.17683341076189
"TLR9" 6.59206902874196 6.64069374071744 6.62967477830808 7.56941036781168 7.43384533332658 7.38199937329638 6.46661227067036 6.54918554936452 6.21392696375406 6.9812047120047 7.17157915519433 7.01317171941467
"SUCNR1" 5.00892179971867 5.05468904182444 4.98575151485159 4.6904507278867 4.78844963837547 4.45473817712534 5.07609355392164 4.92542670182508 5.2711390081135 5.45191524089912 5.03280012318412 5.09386798248863
"ANGPTL6" 7.00609919490769 7.22968634590645 6.96523967639709 7.80081401067436 7.63538520147503 7.65731846238974 7.49951858532911 7.43149553443471 7.30627694756106 7.29261632529468 7.70487297226786 7.28155121618875
"NUMBL" 5.89024814002273 5.91412761226039 6.02325677478815 5.79324254444113 5.88845195544058 6.00784856309667 6.04397499053323 5.89102485911274 6.01279683235948 6.01987649402424 6.14358714742307 6.25458227001599
"P2RY12" 4.16475156160234 4.16617682398118 4.0594379241638 4.12747578056615 4.16387938502051 4.12441306739486 4.0296706061974 4.10716366916431 4.29862350795242 4.03596996513691 4.2378968714612 4.06763803633285
"KLF16" 7.37421488536265 7.40123886735744 7.34797698877127 7.45720229263885 7.28181406069491 7.56781094741584 7.29272577055045 7.27304551117085 7.18074748916548 7.21089638750234 7.67526410953951 7.33833406795173
"CACNG7" 4.4120210562592 4.29323838334818 4.49597395718002 4.51059545372708 4.13646387264402 4.62022105623657 4.39031186148024 4.76567085075454 4.41512396583727 4.46338050097123 4.35336213729202 4.4734685112625
"BOC" 6.58059471643773 6.44013533955953 6.624444186902 6.44901917422114 6.50663859031442 6.37612660571999 6.52569585757694 6.52095363216412 6.58958442351232 6.59894365902073 6.65558372914713 6.52906600634156
"CELA1" 6.39269533104723 6.28223498528067 6.53349860060271 6.43282908530744 6.63021099449698 6.40961390029687 6.45787874402475 6.40525674002908 6.83015272563746 6.50398438166964 6.48782162427143 6.58484769765115
"DLL1" 4.2879384397924 4.37951656143659 4.25750630206362 4.08978652585236 4.08984845752207 4.12289514476617 4.16727314914498 4.0227754737669 3.89805232469533 3.8172382523559 3.94023181077121 3.96425450917744
"CECR6" 7.11815274293733 7.01954599663974 7.18489890188605 6.52102038254658 6.82822763558291 6.75032592509365 6.91439286683158 6.75768821223769 7.14220236613353 7.05615947151596 7.21080871903467 7.15618198420115
"TMTC1" 6.54544128680755 6.60426961560694 6.65434604217029 6.32020048974294 6.12183343143057 6.21719256333212 7.02341062529026 7.03680557612787 6.84207060282234 6.84200376215307 6.85431026589055 6.79212236284564
"CARD6" 7.01156825009411 6.80490822857947 7.04406913173627 6.61253540097932 6.81506807004311 6.73147407880591 7.01110801741329 7.14463480049209 7.12604023472706 7.17767481233503 7.25703429609461 7.04102452366134
"ARHGAP9" 9.71075024677728 9.5512082663708 9.70813943534236 8.87214139952557 8.99176682884483 8.92571151679144 9.27197226448998 9.22957631693968 9.29077997343036 9.40794164234612 9.18664756620167 9.31339759665744
"AIFM2" 6.81609691522916 6.83090101714246 6.89845806038203 7.1711094171311 7.1126839672463 7.19686305170134 8.06955013592073 8.1769909525585 8.08105911393447 7.90188636982179 7.79582977334987 7.57441358922147
"AGPAT9" 5.53239028798242 5.55166417388184 5.63212400893751 5.02514041879887 4.49805123835518 5.12916728224857 5.239006228863 5.07860703979371 5.04857599044702 5.36177419351165 4.72306937371166 4.64721553733595
"PPAPDC3" 6.15645063302105 6.40113812194754 6.48965629102445 6.1327616886191 6.3255140464701 5.97961914577956 6.43350499702507 6.25820554718997 6.16015836064046 6.13966466213171 6.74706150811341 6.17167641363369
"KREMEN1" 4.70960067004469 4.89316957730909 4.87019954600795 4.72472404398547 4.89277475521799 4.47115738016431 4.83067695535224 4.54463907968857 4.83097840866009 4.79623558856798 4.72436017841941 5.02691523245503
"NFATC2" 5.78472550349431 5.78085472508936 5.81182615422026 6.1089661273759 5.91230235281873 6.05970506470085 5.95359904616892 5.85277395825632 5.72697149135349 5.71791295373634 5.83310480186283 5.5756204513496
"ERRFI1" 7.55175524562718 7.54216634777317 7.48799147588163 8.87676791612821 8.49478575763538 8.66895096387853 9.07946347467851 9.16062477915371 9.01461546252156 8.38789222007491 8.54402996556645 8.40354505852314
"MESDC2" 6.46556937775393 6.26801521358398 6.32516408911085 6.15941038854787 6.50037941276593 6.15112332487533 6.35740274458078 6.42161026131366 6.58929757384773 6.19633255327413 6.25902893811642 6.33953088789382
