"JURKAT" "IM9" "RAJI" "THP1" "Median sample"
"LGALS1" 7.76059612621221 12.5629533095071 5.9522858249976 13.2357563210656 12.5044739747916
"THBS1" 5.81021579817575 5.69678340660486 5.85724908568915 5.77106600401116 5.72789086682025
"ITGB5" 5.51476851276731 4.88171946873828 4.96733750091346 5.42288736837839 5.11079663132486
"MGAT1" 8.62834328192584 9.20691669668387 8.78772465871261 9.4193778076559 9.06068358451612
"PLP2" 9.13176637316656 9.54140668764022 9.87717139940585 9.5275055521296 9.53323749873166
"YBX3" 11.1007457450332 11.9763573083212 12.3105260032839 11.0237869559749 11.7324454098869
"IGFBP7" 6.28484721519168 6.49948572742987 6.8645512796716 11.1037533757729 9.83827088569782
"BHLHE40" 5.49929114104182 7.18161065435605 5.08885507011821 5.6535616286534 6.20225434895911
"ITPR3" 5.88955085854762 6.28308193210111 6.37628107378429 6.00837991455909 6.07640840618291
"CREG1" 9.45425663811205 9.71196143299511 11.0954447234353 11.1751788333093 10.8199191104347
"CSTB" 11.5702022355403 11.8004214164065 11.699138161249 11.6753692265177 11.7079340112234
"RRBP1" 6.40623090366071 6.12307441947564 7.84995963755265 6.28584540162066 6.52053748954956
"LGMN" 8.80392436935254 8.90822671295854 8.0009962596269 5.75839870335461 7.92456855352943
"PLS3" 3.71500990796306 10.5121424983102 3.57572958163932 9.02808805127384 9.20527593220384
"ERP29" 10.3337935798129 11.0703374414129 11.3008230739158 11.8271693247084 11.4735230751052
"ILK" 8.69812301588521 9.95023212475616 9.125932656219 9.6756204231861 9.54773817752087
"BTG2" 6.81554784799355 7.35904484937872 9.40623908065426 7.01163492804392 7.53339816224296
"SYPL1" 10.4451906515205 11.5850007568386 11.1924691901384 10.6264298178749 11.049894079434
"SDC1" 5.06490691877968 7.01644177657785 5.17654501301215 5.31533342992617 6.08002839249728
"CYR61" 4.90771246599146 4.7434772675464 4.70078216155993 4.9658999313789 4.78365362643602
"MOB1A" 7.66411863692113 9.03048242106946 8.90597099855393 7.91694032920849 8.44393218387509
"ANXA4" 7.9183839635922 9.67266610724739 8.99419554241043 11.590450109234 10.6773923606332
"SH3BGRL" 9.00002773858449 9.11195548790017 9.28858063513336 9.95595137726756 9.53392690094186
"IFITM2" 10.2952780181388 8.73496807684366 7.64605577957127 10.8772523506175 9.9648017455912
"ETS2" 7.75564786366332 6.72937153832542 6.14570933975521 7.227698783419 6.70639467151687
"STAT6" 9.32439686002742 10.9734141820797 11.0334037465111 10.2306384572705 10.5984916901921
"VAMP3" 9.16698542638387 7.51514715790403 10.1497864696606 9.27147897796509 9.16830169278364
"TMEM109" 10.8163284587311 10.3524731464193 10.1180200726484 9.8967641526758 10.1625844696906
"ZFP36L2" 7.66748858080798 6.75823560052312 6.09051253685557 9.30756006847706 8.13312437497552
"PSMD3" 10.3398405343795 10.1254039194822 10.0944989285985 9.7146154740986 10.0719539699999
"ITGA5" 7.85052836702224 6.79275822576087 6.78692364085414 9.32982390834278 8.39424696276279
"TRAP1" 10.1163475005132 10.8561504749747 10.6454139209606 10.2717970153236 10.5525455360772
"SGTA" 8.78731158392438 8.97691323762304 8.81791924169467 8.2855993362398 8.64060481097512
"TRAM1" 10.9224234438087 10.6062857965087 11.3454247319085 11.043271550106 11.0548833595322
"LRP10" 7.60336105270613 9.87463598805678 9.48377363128303 9.37864493236257 9.45948178312203
"CAT" 10.0860776680969 10.1801188410551 10.6029507287271 12.9592835051508 12.0816479455919
"COL6A3" 5.46463687975549 5.41949434220493 5.38583493666828 5.37659190854919 5.29884544813203
"MAPKAPK2" 9.3094705959846 9.98680927288211 9.48949319632106 10.3422823202786 9.98410882835957
"JUN" 9.91654691946933 7.16618338941613 6.93207520694935 7.29333118976523 7.75157203496083
"SHC1" 7.78892907736153 7.55768649916701 7.71119648766908 8.66655653856076 7.93986146115165
"JUNB" 7.46734551159004 9.50834010676333 9.4508075711003 8.18772584098104 9.01722819326557
"ITGA3" 6.23897269313176 6.56825577485242 5.85782351039504 6.05605220144842 6.15528099439117
"QSOX1" 7.83263952749972 7.3753071541503 7.26283557909444 10.3152760611906 9.17668231973743
"CTSC" 10.1011531512328 11.9532982287071 10.0956808933323 10.9961273164027 11.2254120170848
"LAMB1" 4.49574151757167 3.31929587509275 3.45487104687066 3.44604946965149 3.53655093006373
"TGFBI" 6.73317922952647 6.20172869302318 6.45438412569267 10.9498597869837 9.88174108506687
"IGFBP4" 5.39495205520277 5.37106757952746 5.59540646720125 7.4150672073752 6.45957351103589
"APOD" 6.41403698051348 6.14919797766019 6.21867098298458 6.12750998751803 6.37766369116148
"ZFP36" 8.79184304803186 8.89475053389575 9.17667701695815 9.93375043547483 9.46929159458582
"DUSP3" 7.46734551159004 7.7550128162406 6.87412664819126 9.46874674182577 8.57677238910684
"CLIC4" 8.57968641905818 8.31065140098895 10.8747598551538 8.34207803578929 9.13238312959879
"DCTD" 9.32315163288669 9.63095674742917 9.16028831721759 8.9896589652806 9.12769886926829
"ETF1" 10.243270297813 10.5470249464045 10.4790533562527 9.75012621830438 10.1299529986904
"KRT18" 5.81100605516893 6.38420972816097 5.88561298244378 5.76249139413767 5.93827027539863
"CNN2" 9.31248577259715 9.5207047213936 9.97454762215347 9.75186277728696 9.64486973232219
"CALD1" 6.46480950794845 6.50885801380964 6.73301340315514 6.69495846571055 6.48459392685839
"NBL1" 7.2744585110117 7.64488697396224 6.76071817849954 7.69709363024383 7.33600896038076
"IER3" 6.99097092920329 6.27470270524293 6.60110390181878 5.89058455152386 6.10594271545376
"BST2" 8.75727989103504 10.1188360520737 9.52707357551595 9.35773156078474 9.47804578365743
"IFNGR2" 9.61679664309774 10.0102188062413 10.1271089835828 10.061175359025 9.98081670502961
"TNC" 3.8512410601633 3.6028057391909 3.5697099105123 3.64439915431191 3.69385004539768
"UBE2L6" 8.59832759394025 9.09242692158652 9.43213148297145 7.33853118127153 8.42909159693798
"TIMP1" 6.73593545827856 11.4402297837578 7.00078925810952 10.0391896155079 10.1065506341464
"MARCKS" 5.55688857166129 8.78943149234041 5.02870548612402 7.07394639772675 7.24378497009741
"EGR1" 6.18935681375728 6.28368209009025 6.45148409346591 6.48108079244768 6.49540073313478
"LAPTM5" 10.8070244513287 11.3295566225844 11.8837072690605 12.4138604394326 12.0397684076285
"SGK1" 7.17280842490378 10.2281763565956 9.47862828445023 6.5350300652581 9.03853497940736
"CD14" 4.82203813155364 4.4482108748282 4.39444724065056 4.93407637532817 4.66455087796527
"LUM" 3.16371414516156 3.13373673473361 3.13346174933687 3.11221611882168 3.08972035245614
"WSB2" 10.0273308640699 9.77672690009023 4.15484271755478 10.0857309569523 9.66894654185289
"PSME2" 9.60728411606938 11.7812392566664 11.2681336122454 11.1904886730575 11.3846277873763
"RNASE1" 5.93989004699167 6.10659724828726 6.15287546948135 6.15289333517588 6.11345644263712
"FBLN1" 6.29342698451284 5.99667843541741 6.24451418631973 6.37462401111452 6.27957519683302
"MYOF" 4.84708221186216 5.90630971110781 4.89244756259934 7.53941643352406 6.59833702960812
"SH3BP5" 8.93761744380085 9.04060093411105 8.92342183921705 7.78118535300948 8.62838220202219
"USO1" 8.70461184943889 9.5613188205987 9.81386376061545 9.42353257896243 9.35527438849028
"HSPB1" 10.0507690095149 11.1464423538564 6.66614358240974 12.6252710178027 11.7923953072859
"EFEMP1" 4.24701198789598 4.72016818310273 4.07624081317226 4.1365207545685 4.09281171435198
"LIPA" 9.72993797697548 9.60960443669542 9.87544451967018 10.1048547388665 9.86534884709202
"CAPG" 9.43521001851009 6.86674141544784 6.65715676696132 10.8354052890452 9.52410432294521
"COL3A1" 4.45193284731347 4.2258229705327 4.5300084605291 4.47604377889411 4.37456831464107
"LRRFIP1" 9.58790762591737 9.82569509260852 10.0474763144227 9.85274309790243 9.56408981526703
"MPZL1" 9.52537694534847 8.749972230792 9.10194875654964 6.82333903333258 8.38160004962858
"B4GALT1" 5.92480599230796 6.20088020174173 6.60640009655149 6.76998267878348 6.41189919285261
"IL13RA1" 5.39637360748953 6.72620448177683 5.64145926870168 8.44458643209372 7.58498649478618
"B2M" 12.4819318210221 13.3231206680398 13.0957366468177 13.1160679538995 13.2018060155631
"DCN" 6.1806383951986 5.94774686775337 5.89840079939435 6.21106053846458 6.22481796834161
"AKR1A1" 10.8318232693298 10.6504201912275 10.4807285334983 10.2250699200153 10.4609342554503
"SLC20A1" 10.1335027481118 10.0430445059644 10.2931166274326 9.41840034994463 9.86931574893373
"DNPEP" 8.23457050203876 8.89830925195378 9.08851955909186 8.14048179427073 8.60684900326665
"CPD" 8.37072247659124 8.24251003067116 6.14206915509148 8.66526537816615 8.21460218255465
"HEXB" 9.42660556254077 9.0157084816128 8.32797103482593 10.4382887318568 9.55566179388609
"FURIN" 7.50791667197999 7.6305712346391 7.44072104948017 7.89507207138528 7.57768943356306
"CAPZB" 10.67185384533 10.6628755005406 10.9284693027184 10.9446960916771 10.8878166273402
"CIB1" 9.96018475087375 9.67314285710248 10.0873700149573 9.28832180283155 9.70793155575689
"ARPC1B" 10.4086084398138 11.6510900679525 12.0093357789651 12.1475697880207 12.0302095760052
"ACSL1" 6.75993412538589 9.89121750299244 9.75040944767707 8.18657577791053 9.13825014046345
"CREBL2" 6.95663701492056 7.96669279666645 7.71147510569927 7.08813582639268 7.50355974855399
"ST6GAL1" 8.92768356080016 7.88276045264296 11.9000809211643 8.63104270732655 9.65388094335484
"ST14" 7.37401497100113 8.06704256343368 9.87713729140019 10.0710317399604 9.41667781108957
"PTPN12" 4.53329516317024 8.01496010682615 6.4515431053013 9.54803808990893 8.69012903972748
"TWF2" 7.91852772963271 7.84786715960467 8.44873374928236 7.70359077847326 7.83437271509468
"EFNA1" 4.81176776544847 4.43746783154454 4.62080772440155 4.47083933444079 4.51507843739354
"RAI14" 6.28389026341424 8.15957183273094 4.88437922191929 7.33671171309382 7.08329221548017
"SDC4" 6.42683245014489 6.83675917222594 6.39500503932195 7.56114875037649 6.9543246231096
"PLTP" 6.26892267493278 6.25003679736177 6.14725273210089 9.10273087922581 7.90865613335371
"IER2" 10.071957499476 11.569970788293 10.8425251386874 9.90154112012187 10.9076417701245
"MX1" 6.15309387482937 8.19493988865116 6.05086413973254 6.7108507118636 7.22116697243304
"CTSL" 6.16615528453475 6.51179570508911 6.85824996680388 9.54030858722839 8.36173648428684
"TSPO" 6.04093546628461 9.18725707535333 9.82117045104211 11.9703598895029 11.0319955305335
"RALB" 7.1930826444371 8.14757316732643 6.2424083175637 8.70764723562738 8.13380077036379
"SNX2" 9.52548241034297 10.2141282329156 10.6630014422082 10.4593136204963 10.3101992656111
"PLIN3" 8.49898688705012 8.32683843808212 9.55962451723412 10.3648073329406 9.53151320465086
"WWTR1" 5.64625731093128 6.20843100775754 5.58826423382864 5.94415402052474 5.70941994200565
"LY6E" 8.17164973122764 8.97921555647789 5.97837734473229 7.12357700646532 7.91413348576963
"TUBB3" 10.2816142442382 10.4871693990816 10.5537185860052 10.5669682257735 10.7602057452153
"CHPF" 7.93076090607468 8.39392294475032 8.80325252763442 8.21243038722247 8.29971262246601
"MVP" 6.61309065521219 7.54494904428143 7.92167222185801 8.17518287873502 7.75448603826825
"KIAA0247" 8.16405990968341 9.34716188320205 8.95349761003678 8.52889820287702 8.84325192269537
"PLOD3" 7.71455640129039 9.1046249487984 7.81910382372158 10.5093790511087 9.79387445767431
"BLVRB" 7.13227452553251 7.27252934687671 9.09410367316299 7.78299945122054 7.83855283648093
"VASP" 8.39565463210393 9.4948791737083 9.71098130742307 9.74717139260583 9.48862159830361
"STT3A" 9.97511110743495 9.9396841010211 9.98800933400356 10.7605219414815 10.279653134114
"NNMT" 4.69139190305614 4.83856303128764 5.08034443763757 4.88876968306953 4.87656193518458
"PARP4" 9.92315637888937 9.55651382822025 9.23181119689449 9.85394970387654 9.66666497485351
"TRIB1" 4.96915426087558 9.42051921611236 9.29884041253148 7.06433855557741 8.50183784844381
"TSPAN7" 10.8751887647503 6.21167114051422 5.01235573191732 5.78081495313361 7.46812214830414
"RAB13" 6.38564832173835 6.59410497486076 7.19651185217287 11.1486501076662 9.92446067670685
"GBP1" 6.74469148586605 8.00286245815902 5.54419357526397 5.22451960857871 6.51095304472097
"ACTG2" 7.30721448636681 6.05267852426694 5.64725130951306 6.09222894008521 6.21581391355821
"SERPINF1" 6.83706552118297 5.85321005556442 5.55347445198331 10.2285677938822 8.99204431864827
"MGP" 3.48588129946053 3.39230803898069 3.5478354870894 3.66100139041761 3.45207270971561
"CTSH" 7.2094859783062 11.5792553355264 11.2506128446664 9.6955192565172 11.0173191640283
"TAP1" 8.75966014908468 9.16026274829617 9.29726589767039 8.30420779840771 8.68299901687556
"CSNK1E" 7.45553945461279 7.32817505773705 7.75514500172108 7.23732020904864 7.21083089323082
"PAM" 7.22960764826211 7.46172163863089 7.84965731727342 8.28066794693721 7.87256737725829
"NR4A1" 6.30224741808712 6.8882516040841 6.80048368171732 6.41784520784659 6.61271855502735
"CFB" 4.9707444324957 4.84344805687317 4.98220315798167 4.86587998387017 4.94649885268688
"SEC24D" 6.56030483161584 7.45606152798997 7.72298518089434 8.69381449991319 8.27836282265275
"RGS2" 7.3100563835454 5.40497115492908 7.69866629231876 6.57475742735264 6.74940538678173
"KLF10" 6.92643507725777 7.61802731270918 9.94935474675818 8.93568518354316 8.80226910364776
"COL1A2" 6.52347046771494 6.31929237408152 6.64377560842097 6.60448680118518 6.51954553137215
"IFI27" 5.59589994893074 5.58935813490482 5.72831525087438 5.8393802653964 5.69576079957572
"PLSCR1" 6.6310128112741 6.26516100263918 4.41569845357332 8.16419065151944 7.28511180770323
"CYP1B1" 5.19917019979473 5.49885600068303 5.55242584785391 5.90451882797978 5.50910463676967
"CTSK" 6.86591852837048 6.45082700522866 6.46552980724317 6.84796177140319 6.61607252877215
"PRSS23" 4.93227993767605 4.67824579490892 4.81101983426207 4.97788498974561 4.82260905581019
"PCOLCE" 6.86013999829269 6.04495059895144 6.18718007712349 5.81837509253104 6.20365144247823
"DHRS3" 6.8198324325073 7.20288942152697 6.62557083023964 7.23995111207168 7.20728869699347
"MBD2" 9.98781145998689 11.4124867057248 11.1566824188251 9.46757029673607 10.7165506362229
"TNFAIP2" 5.60097171046072 5.66360511278284 5.65179898409775 6.11556291318806 5.77647191623032
"CRMP1" 7.0485428657006 6.96480844076539 7.1404843030441 7.14046115897986 7.07794247993167
"IRF1" 8.55059827121301 8.56963361254925 9.00786511958754 7.94547504439425 8.39243377823521
"HMGCR" 9.95862584340521 9.2258959050618 9.73296137237929 8.59081781279308 9.10625601285298
"PRKCD" 6.74100854837418 8.71820980502206 9.46054661417831 10.1499145068737 9.48592060050298
"VAMP8" 5.07500217765812 10.0215892987485 11.0105256724816 11.8390832156554 11.2047686807991
"CHTOP" 10.2626945039652 10.0191977413496 9.78432835670796 9.96028349663509 9.98395519010996
"SVIL" 7.11507078664804 5.29255297178352 5.209132243318 6.85047174324966 6.1916917007275
"POLR2L" 6.31677621290753 7.10728693673086 6.52230192804746 6.06975442035278 6.38242559854767
"NRIP1" 9.63071007612503 6.75854676617445 3.57244802539883 8.1765209835312 7.62081029735331
"ADAM10" 11.1199299105283 9.96512566494411 9.74880548332894 10.4037326699882 10.1313807572761
"GUSB" 8.20157951305157 9.96291023602038 9.27923426141444 9.90152139475714 9.62891753357713
"LYN" 3.46922594206967 9.647381637014 9.4951827782421 9.39862887573197 9.39127053067538
"ICAM1" 7.40675327040701 9.9023916853414 10.2032436719001 6.81115930023512 9.05193108146671
"TNFAIP3" 6.95263943033483 10.2850553280451 9.72694985966857 7.19079143599506 9.25101378832436
"PSMB10" 8.91362413851071 9.92504206329482 9.58147872465581 10.801553162216 10.2239966395239
"WIPF1" 5.27131836910533 8.80326660857414 8.49482913924168 6.82690760334192 7.67273978574556
"EFNB2" 7.20188467531381 5.32399558869791 5.14610687493729 5.26312587455907 5.45386775119107
"AXL" 6.85069619608503 6.82068861650654 6.99498884096901 7.08922707233401 6.89124517142583
"TNFSF10" 5.3742511785049 6.13918400376803 5.45810792707647 6.33335067004671 5.92503720123445
"FMOD" 6.11144182789395 6.03817925731395 5.84727937047827 6.07343226100237 5.95689687288318
"TES" 5.64135919945133 9.04288015083727 8.53016016254397 7.85441486353842 8.24400002343182
"IFNGR1" 8.2694226533749 10.6477524049058 9.52097471441274 9.78059394496551 9.99419736533081
"LTBP1" 6.51871204301204 6.0662699286269 7.94548618708084 6.06096570699787 6.51358265631889
"TRIP10" 6.35442494615072 8.17509038525232 7.03635654016571 7.47666855338225 7.60560455959691
"PIK3R3" 9.78862036803993 7.79262511731236 6.26359055199006 6.92768837223208 7.39643081445586
"GBP2" 5.87870684718656 7.50476888326073 5.5258551351294 6.0618959761905 6.18511498565982
"SLC7A8" 8.08932287517252 7.96016788331183 8.03823186417466 8.13362507640616 8.06201650228613
"FBN1" 6.09117950000642 5.45020442935377 4.99609152761342 5.47103827709602 5.48424595518359
"ACP2" 8.46557733532619 7.93545197385085 7.59679299328421 8.43117564476514 8.16222744044524
"FOSB" 6.78281958405718 6.56541847795964 6.85746304515991 6.55635993306615 6.68831885059135
"MAPKAPK3" 8.98727905841791 8.35703705345109 8.28528153359604 9.06942747146836 8.59819110323538
"CLDN7" 5.29906670630805 5.2897461022591 5.21332791461782 5.8898153311866 5.44115033732372
"INPP1" 6.02002110667426 7.18502113826733 6.25319774261156 8.1741272563002 7.44257447299188
"SYNPO" 6.70484470652786 6.8792055620524 7.00566140433001 7.06549424632281 6.75014518334061
"DBN1" 9.84284543826012 7.8728541318869 5.91554929821815 7.80469602324734 7.8155595934339
"GAA" 8.49896763194962 8.95183017087171 7.73206931518725 9.80114884578507 9.08212572635694
"SPINT1" 6.74940240153122 7.18256657103192 6.36423593726576 6.4743997490614 6.54368941507238
"VAMP7" 9.58296098856426 9.78620307325879 9.97294055981007 10.0018733363334 9.85448064166549
"SERPINA1" 4.54907150151841 4.56425126159679 4.42193489619229 4.91412710987837 4.65468867666332
"FUCA1" 8.85165827425968 9.71418783788144 9.90730662563823 8.44175185105521 9.23643661200708
"SLC16A3" 6.25817686083539 8.16589869142674 4.71943215486099 9.88700043414947 8.89789280875059
"FAH" 8.01314652477852 7.48974820494449 5.26593898799842 8.73691094479356 8.04740622472459
"SP100" 6.94142831842596 9.19779583160101 8.4074860908662 7.83006441915175 8.41593594524837
"OAS1" 6.20440554341739 6.8662366017781 7.38287088920611 6.7905782251415 6.83490393959494
"ANPEP" 4.66732555176349 4.66237654855296 4.47639414257906 9.08446053680192 7.7555228873975
"EPHB4" 5.787010924368 5.68899211450828 6.0839777520222 6.31252273623468 5.98896275521752
"CTSS" 3.44050921803585 6.24439420920297 8.08267651816201 8.21275929058647 7.73917775453769
"S100A8" 4.29562224801852 4.50855202214038 4.34466496618463 10.1806636119608 8.96920000128027
"GYPC" 9.40801776406532 10.5517337052635 7.98099382954589 10.3155915230705 9.92317532583763
"IL1R1" 3.94720774864676 3.75059823115856 3.75330763470411 4.14611201061478 3.96570289291869
"FHL2" 9.21250765775065 8.30888854231785 6.05698327650239 8.56555609138432 8.23826630396339
"ADAM12" 4.92224829095904 4.6679836578488 4.70957953841038 4.75852324952738 4.75770494877821
"C1QB" 4.94875083501811 5.13785405513285 5.21352106354703 5.11073045332984 5.2143929208345
"HCLS1" 10.124193931143 11.1324905113529 10.9467142757981 10.8114360562263 10.8030539232762
"PTPN9" 8.44407166315218 8.34479582706886 7.95386298029699 8.56104698315221 8.33123699951576
"GSTA4" 7.20448275020248 6.54104769041469 6.76587175482342 7.28181338001161 7.00716369849421
"MPP1" 8.94250266891482 7.37493979140167 6.68389513604271 9.24498652700007 8.30219249880707
"RGS1" 4.23790484826943 5.84937057627968 7.09292245265297 4.3417712251356 5.44636980203028
"PYGL" 6.25527541101424 8.15028986276776 6.12907077144789 10.456630787866 9.39689181377073
"C7" 4.73810380957751 4.72185681085503 4.6992148419435 4.79627883261735 4.67045131223013
"POLD4" 7.4924089967818 8.72064462018275 9.90965907589083 8.85330824093113 8.89218869803601
"LOXL2" 5.34770905448976 5.51024295702147 6.3278345476296 5.34895407687267 5.45745901058964
"AMOTL2" 4.8607976395325 4.37037088237834 4.36154196928459 4.89374888806666 4.71366948144568
"STAT5A" 6.79514196165266 8.74529599001152 6.8757056751553 7.29059960479842 7.85567275822015
"SLPI" 6.89806113693307 6.96233876919269 7.18980625177807 10.8451021046342 9.84801498705163
"CYBA" 6.91103480028548 10.8345251876067 11.3247090801919 12.2290733523879 11.6114925627837
"MTSS1" 6.15560767657413 6.34732293844639 6.35947931548794 6.3497538508434 6.2549120774645
"CHSY1" 9.216012069323 8.48171545141904 8.4553977697095 9.78661819644705 9.13761556694112
"NINJ1" 7.28415460964099 7.98656387145288 7.01771643367127 8.02961819596752 7.62501904473336
"CHST15" 6.70308906336169 6.17926898643393 5.77945432755351 6.39963306381653 6.21527130631871
"SV2A" 8.55589764800663 7.03055695316643 6.25420594412038 7.15165166532923 7.00299290813374
"MYO1E" 5.90079525720147 7.30454414160438 7.5045427208343 6.50125974168973 6.83021801827266
"TGFB1" 5.80302999906277 6.21329758420178 6.37706621769402 6.14410341285913 6.12705495715021
"FBLN5" 5.19107952215583 4.63818676425658 5.52283293872655 5.16232854275159 5.16584892956195
"CSF1R" 6.23218436431052 6.71615227743283 6.22712963614754 8.33176386066714 7.63163435082518
"PCSK7" 8.38302674794062 8.33794574388608 8.28225961073793 8.20686893803063 8.2604386912894
"IMPA2" 5.73826893527539 5.10992236172924 8.86289927246365 9.74152446145774 8.68882933876332
"SPTLC2" 8.09062402205816 7.94522181046552 8.24748328888194 8.03140407453626 8.04924328291395
"AP3B1" 6.40349991206608 7.0383451703567 6.84973861698229 7.27881661477387 6.89513168085796
"TRIM14" 8.21196129405648 8.31977831344602 8.25486905565377 8.81207516618907 8.24012856901555
"PVRL2" 6.16579074032846 5.94176945669978 5.76759833424418 7.26470446072851 6.68477015969062
"IFIT1" 5.1394281979181 4.52619243498102 4.43662821816981 5.04343915514107 4.77644680573345
"RHOG" 10.4485673729839 10.4312197819473 10.6649187181184 10.3964021971091 10.3739331544474
"S100A4" 7.63331797497777 6.02714310764724 5.7768748437892 12.3732016822414 11.3632808164863
"KRR1" 9.39762347548379 9.43482247305446 8.71098378457645 8.60303585406834 8.85722024888883
"MTMR2" 9.71593963423697 9.98210869341409 9.35146945028799 9.44417253310741 9.54808024008119
"IL4R" 6.3134570051445 7.424554250134 10.0258452617586 7.63685883240656 8.00388222906276
"UPP1" 6.19916946844421 7.76239701183215 7.12907085679213 5.98989935112823 6.83555049214289
"LGALS9" 7.2470630199123 6.36751792461361 6.44088095092245 9.34344089101396 8.21880217305812
"FCGBP" 7.45785953696035 7.2060802414941 7.57050843955925 7.38622670055293 7.31505276130669
"ARHGEF9" 6.69006384661805 6.54321573113742 6.49792465675458 7.21458451044955 6.72166196996469
"IRF2" 6.93458264124766 8.79874068375154 7.5186329068507 7.10033650330896 7.77417265745546
"EDEM1" 9.31054048063278 9.03619862463372 9.7618683694583 9.98963353425367 9.48540385323779
"LMAN1" 8.05736893100244 8.74200679962601 8.87098128750376 8.08020429695028 8.32032738619968
"DYNLT3" 4.83228225898878 9.05354556121732 9.52716373344639 8.05477541721763 8.52431875910954
"F13A1" 5.70035668841255 5.52532433639252 5.64956587690014 7.2863464294819 6.59621264683405
"ARF6" 8.96205842666971 9.00856604179451 8.74211087275064 8.7588075915664 8.69715583003213
"PSD4" 7.99626922893259 8.82974254104843 8.10596036720345 8.01035176179738 8.27681014072828
"SH2B3" 8.41358483213421 8.9715728096541 9.17520609805054 8.46711146667708 8.68518709977162
"COL5A1" 4.63466744433361 4.71476845352437 4.66395943823324 4.75922024842906 4.6639160137435
"MMP15" 6.71323259486111 6.31262582175902 6.30840575703639 7.17478096042344 6.57430075356941
"RPS6KA1" 8.78998968222038 9.6834164895167 9.60690873104926 9.60433980984096 9.55336850796007
"APOE" 5.61101917386906 6.41849259795526 6.55769102017434 6.42009097557886 6.1359422948926
"ARRB2" 9.18920508834287 8.79723054034099 7.88618454059796 7.5113796888413 8.27091964611787
"PRPS2" 9.51418510255513 9.66838054943628 9.47691324394332 9.27200025323222 9.52593008015259
"SATB1" 11.6655987035828 5.24119613309497 6.21804264344318 11.9366081098675 10.856599257907
"CD53" 10.2178955488116 12.2510699329887 12.2021217914922 9.4316082681071 11.6952581877733
"MME" 4.69267922041291 4.63896507260292 10.0603862130028 4.80981830123321 7.25682255997158
"SAT1" 6.40705827021565 8.73940839767012 10.3578637043584 7.15575273752763 8.57913032380307
"PLEK" 7.09264268258158 10.984145735182 11.3334870076893 9.29767683605563 10.2741451309209
"SLCO2B1" 4.8273183101254 5.13093969637475 5.13050066771733 5.01267741071887 4.92840204202165
"COL15A1" 4.4734685112625 3.96369161226047 4.01362448250678 5.82305950323017 4.89285376128634
"ELF4" 7.75016484553233 8.36921515058327 7.95155833757347 8.72589835379281 8.29128878931736
"EPHA2" 6.1882023655466 6.1424463028 6.09136191322381 6.33629144773866 6.12785137605909
"CPQ" 5.40064143511339 4.99724143698402 5.04127559150195 6.92885227712563 6.34687192716581
"TNFRSF1B" 5.47384011579358 8.33442678155955 6.66246888193068 7.54127242456109 7.22259066797752
"LSP1" 6.25535857989985 9.52823446804472 9.97034517081224 6.7827934935699 8.94250573949273
"S100A9" 5.61407350165485 5.71561130335829 5.44986363942159 9.00594550534023 7.93809868083083
"PRPSAP2" 9.60000860522678 10.9893143049942 10.6543837833003 8.21254429993652 10.0225812787005
"CD4" 6.90232150905974 6.96536480752115 6.89077003551207 8.70943596901472 7.62971745984994
"CUL7" 6.75693353062289 7.2462202672879 7.04486853658085 7.28460227689482 7.02440042201535
"TRIM38" 7.37690314065993 8.28815404900898 7.93399588044543 7.79171696455021 7.82400047233495
"LOXL1" 6.76308772509331 4.88773408515616 4.97584626355596 4.80987293084633 4.92417782382926
"CD2AP" 8.36754681143596 9.04248432043898 9.71625957547703 8.20018767864432 8.84021881344225
"IFIT5" 8.01050271863175 4.95902691202773 4.73820043602711 5.45149306248497 5.36281007556089
"ZEB2" 3.95062110205481 3.34745347619833 5.2417271774357 9.35401714560829 8.29430652432442
"CD163" 5.53971745427675 5.50272567260664 5.35719152801305 5.67178424066115 5.469958762354
"PROCR" 4.53339925971465 4.81437126805859 4.53801152248599 5.79412269213083 5.182144454682
"HMOX1" 6.43864742354935 6.80639490280086 5.86790668053853 6.59051848845467 6.50681607305444
"CXCL12" 7.67963658488625 7.2007387963986 7.02436518386788 7.54927190507322 7.44460817074286
"PKD2" 6.67181243312656 6.86062508838023 6.54057544632287 6.99366497475574 6.78675633125604
"PI3" 5.16409117547535 5.47781851113036 5.53414478577797 5.52064493905064 5.64329567840061
"RREB1" 9.00948170107285 8.34942924878452 7.78637019996672 9.40032726549418 8.69761149373192
"FZD7" 5.50331983647164 5.44999755197359 5.0572932998857 5.79522829445231 5.49659470176178
"DPP4" 6.35558467449555 8.28720744173813 6.29878256290568 6.49477746186495 7.10974446536214
"RUFY3" 5.6546671303781 4.92835190972545 6.37944629675129 4.93373820208779 5.26467072261868
"EMP3" 10.1665706145365 10.8282470648828 8.98186263887556 9.99674720811877 10.1490315838766
"ZNF217" 8.45387040130552 10.3070613823666 9.06451012186237 9.66966726245096 9.78574148720701
"AQP3" 7.62263212836491 6.10112125299877 6.4229064727321 6.84432491071625 6.7175738709159
"RBMS1" 9.13613856509794 5.67350873978645 6.22262112628601 9.55602210792947 8.49331780287299
"SLA" 10.0271137294846 6.49003316327334 6.57354898311231 8.49334205813994 7.71354673474712
"GCA" 4.73513399104112 8.25757411711787 6.35732174204718 7.69858010710316 7.55161272404744
"STS" 6.32254471966764 6.58883252922242 8.34967865528973 5.99455392513228 6.72073192604863
